"V2","V160A","V160B","V160C","V160D","V160E","V160F","V160G","V160H","V160I","V160J","V240","V242"
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,78
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,65
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,50
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,55
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,43
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,64
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,26
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,70
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,57
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,29
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,43
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,53
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,47
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,69
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,27
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,44
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,43
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,74
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,77
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,80
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,74
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,58
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,37
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,36
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,41
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,65
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,32
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,45
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,58
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,72
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,36
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,54
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,62
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,29
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,38
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,67
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,34
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,62
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,44
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,69
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,47
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,34
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,39
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,42
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,70
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,53
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,64
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,35
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,55
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,63
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,47
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,26
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,34
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,48
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,36
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,63
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,76
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,84
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,64
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,56
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,26
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,42
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,52
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,50
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,46
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,47
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,39
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,44
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,38
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,26
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,30
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,68
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,35
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,55
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,32
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,36
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,60
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,80
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,35
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,65
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,43
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,23
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,25
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,52
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,66
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,27
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,58
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,26
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,65
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,37
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,46
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,42
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,36
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,40
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,48
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,61
112,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,76
76,3,3,2,2,2,5,3,2,1,5,1,43
76,2,3,-1,3,5,4,3,2,4,5,1,78
76,2,3,3,1,2,2,3,2,4,3,1,65
76,3,2,4,3,2,2,5,2,2,3,1,30
76,-1,2,4,2,3,2,5,3,2,4,1,36
76,3,2,4,3,3,3,5,4,2,1,1,26
76,-2,4,2,5,3,-2,-2,-2,4,3,1,30
76,5,5,1,5,3,4,2,5,1,3,1,48
76,5,5,3,3,5,1,5,5,5,5,1,43
76,1,5,3,1,4,5,4,5,5,1,1,26
76,5,5,3,5,1,5,3,5,1,5,1,30
76,5,5,1,5,3,5,5,5,3,5,1,71
76,5,5,1,5,3,5,5,5,1,5,1,35
76,5,5,1,5,5,5,5,5,5,5,1,41
76,4,5,1,4,4,4,2,4,2,4,1,56
76,2,5,1,2,2,4,2,2,2,4,1,33
76,2,5,1,5,5,5,1,2,1,4,1,25
76,4,5,1,5,4,5,1,5,1,1,1,29
76,5,5,5,3,5,5,1,5,1,1,1,21
76,1,5,1,5,1,5,1,5,3,3,1,82
76,5,1,1,1,4,2,2,1,2,4,1,54
76,4,5,2,5,1,4,2,5,2,4,1,19
76,4,5,2,5,2,5,1,2,2,1,1,50
76,1,5,1,5,4,4,1,5,4,2,1,30
76,4,5,1,4,2,4,2,2,2,2,1,29
76,4,5,1,5,5,3,2,3,4,2,1,74
76,4,5,1,4,5,2,4,4,2,2,1,31
76,5,5,1,1,3,5,1,5,1,5,1,66
76,5,5,4,4,4,1,1,4,3,4,1,22
76,5,5,1,3,4,4,4,5,3,5,1,63
76,4,5,2,5,5,5,1,1,1,5,1,36
76,2,5,1,5,4,2,5,5,5,2,1,54
76,4,5,1,4,4,4,3,4,5,4,1,68
76,2,5,1,4,1,2,3,4,1,2,1,70
76,5,5,1,5,3,4,1,4,5,1,1,35
76,5,5,1,5,4,4,2,4,1,1,1,25
76,5,5,1,5,3,5,3,4,1,4,1,42
76,4,5,1,1,3,4,4,5,5,4,1,40
76,2,5,1,5,1,5,1,2,5,3,1,39
76,5,5,1,5,1,5,4,5,1,1,1,22
76,1,5,1,5,1,5,1,5,4,4,1,50
76,5,5,4,5,4,4,2,4,1,5,1,32
76,4,4,4,4,4,4,4,1,1,1,1,24
76,2,5,1,5,5,5,1,5,1,5,1,23
76,5,5,1,1,4,5,1,4,2,4,1,71
76,4,5,1,5,4,4,4,5,2,4,1,73
76,2,5,1,5,1,5,1,2,1,5,1,44
76,5,5,1,5,2,5,1,1,1,1,1,21
76,4,5,2,2,4,2,2,5,5,5,1,42
76,5,5,1,4,2,5,1,4,1,4,1,46
76,4,5,1,2,2,5,2,4,2,2,1,28
76,5,5,3,1,2,4,4,2,5,5,1,43
76,2,4,4,4,5,5,2,2,2,5,1,39
76,5,5,1,5,2,3,5,5,5,5,1,33
76,4,5,1,4,4,2,2,2,2,4,1,27
76,4,5,4,4,2,5,1,2,4,4,1,18
76,5,5,1,5,4,4,3,4,1,4,1,21
76,3,5,2,4,3,3,3,3,3,3,1,31
76,2,5,1,4,3,5,3,3,2,3,1,38
76,3,5,1,5,4,4,1,2,2,2,1,61
76,4,5,1,5,3,4,3,3,4,2,1,53
76,5,5,1,4,4,4,2,2,1,4,1,62
76,2,4,1,-1,-1,4,4,4,1,4,1,27
76,5,5,4,5,-1,5,4,4,1,4,1,42
76,3,5,1,4,3,4,3,3,2,3,1,63
76,4,4,1,3,4,4,3,3,2,3,1,32
76,4,5,1,4,3,4,2,3,2,3,1,47
76,2,5,1,4,3,5,3,3,5,3,1,24
76,2,5,1,5,2,4,2,2,2,2,1,46
76,5,5,1,5,3,5,2,5,1,4,1,25
76,5,5,3,5,3,4,4,4,1,3,1,41
76,4,4,1,5,-1,2,4,4,1,3,1,62
76,5,5,4,5,1,5,2,4,1,4,1,31
76,5,5,4,4,-1,4,1,3,1,4,1,34
76,5,5,1,5,3,3,4,3,2,3,1,24
76,4,5,1,5,-1,3,3,4,2,3,1,56
76,5,5,1,5,1,5,4,2,1,5,1,60
76,2,5,1,5,1,5,1,5,1,2,1,55
76,5,5,1,5,5,1,1,5,1,1,1,65
76,5,5,1,5,1,5,1,2,1,4,1,52
76,2,4,1,5,4,4,3,4,1,1,1,49
76,5,5,4,5,2,3,4,2,2,3,1,58
76,2,4,1,1,2,5,1,2,4,5,1,52
76,5,5,-2,5,-2,-2,1,-2,5,-2,1,79
76,2,5,3,4,1,5,2,4,1,2,1,18
76,5,5,4,5,2,4,2,4,2,4,1,48
76,2,5,1,2,4,3,2,2,4,5,1,20
76,5,4,3,5,5,5,4,5,4,4,1,24
76,5,5,1,5,3,5,1,4,1,4,1,18
76,4,4,1,4,3,4,1,2,4,4,1,56
76,4,5,1,5,2,5,1,4,2,5,1,32
76,5,5,1,5,4,3,1,4,1,4,1,47
76,5,5,1,5,3,5,3,4,4,4,1,52
76,2,5,1,4,3,4,4,2,2,2,1,67
76,1,5,1,5,1,5,1,5,1,5,1,67
76,4,4,2,4,4,4,5,4,3,3,1,52
76,1,5,1,4,1,5,4,4,4,5,1,56
76,5,5,4,5,2,2,3,2,1,5,1,28
76,5,5,1,2,5,2,4,4,3,1,1,29
76,4,5,3,4,2,5,3,3,4,2,1,24
76,4,5,4,5,2,3,2,4,1,3,1,24
76,2,4,4,3,3,5,3,3,3,4,1,49
76,4,5,1,5,5,4,1,4,2,2,1,45
76,4,2,1,4,5,2,4,4,1,1,1,53
76,2,1,1,5,5,5,5,2,2,1,1,44
76,4,5,1,5,5,4,1,4,2,2,1,39
76,5,5,1,5,1,5,3,5,4,4,1,20
76,5,5,1,5,4,4,1,5,1,1,1,56
76,4,4,4,5,4,4,2,2,4,4,1,24
76,4,4,2,2,5,2,1,1,4,3,1,18
76,5,5,4,2,1,4,5,2,5,4,1,61
76,4,5,1,5,4,2,4,4,2,5,1,58
76,5,5,1,5,5,2,1,5,5,5,1,50
76,5,5,1,2,4,2,4,4,4,4,1,18
76,4,5,2,4,4,2,5,4,2,4,1,56
76,2,5,2,4,2,4,5,4,5,5,1,62
76,4,4,2,4,5,4,4,4,4,4,1,51
76,4,5,4,4,4,4,2,4,3,4,1,34
76,5,5,5,5,2,5,4,1,1,5,1,28
76,2,5,1,5,3,5,1,4,5,5,1,18
76,4,5,1,4,5,1,1,4,1,4,1,71
76,2,5,3,5,2,4,2,3,1,4,1,18
76,3,5,4,4,2,2,4,5,5,4,1,57
76,3,5,4,3,4,3,4,4,5,4,1,81
76,4,4,5,5,5,3,1,1,4,5,1,19
76,4,4,2,5,2,2,2,4,2,4,1,70
76,4,5,2,4,2,5,2,2,4,4,1,30
76,2,5,1,5,3,5,4,3,5,4,1,56
76,2,5,1,4,4,4,3,4,2,3,1,56
76,5,5,1,4,3,3,5,5,2,3,1,41
76,4,5,1,3,3,4,3,4,2,3,1,23
76,4,5,1,4,3,2,3,4,2,4,1,50
76,4,5,1,4,3,5,3,3,1,3,1,35
76,2,5,1,3,3,5,4,4,5,3,1,43
76,2,5,1,3,4,5,2,4,5,3,1,60
76,3,5,1,2,4,2,3,4,4,3,1,23
76,4,5,1,2,5,2,4,4,5,1,1,50
76,2,5,1,5,2,5,2,4,1,4,1,24
76,4,5,4,4,4,2,1,2,2,4,1,34
76,5,5,1,5,4,1,2,4,2,2,1,58
76,4,5,2,5,4,4,4,2,4,2,1,67
76,4,5,1,5,5,5,4,3,1,4,1,86
76,4,4,4,4,5,4,2,2,5,4,1,60
76,5,5,1,5,1,4,1,4,1,4,1,63
76,4,5,1,4,5,4,2,2,1,2,1,75
76,5,5,1,5,5,1,4,1,1,5,1,57
76,4,4,1,5,2,4,4,4,4,4,1,69
76,4,5,4,4,5,4,4,4,2,4,1,31
76,4,5,4,5,4,5,4,5,2,2,1,38
76,5,5,4,5,2,5,4,2,2,2,1,56
76,4,5,4,4,3,4,4,2,4,4,1,43
76,5,5,4,5,4,4,3,2,1,5,1,27
76,4,5,1,4,4,4,4,4,2,4,1,67
76,5,5,1,5,1,1,1,4,1,5,1,75
76,1,5,2,5,4,5,1,3,4,2,1,26
76,4,5,1,4,4,5,3,4,4,1,1,33
76,2,5,1,5,2,5,1,3,4,2,1,48
76,1,5,1,5,3,5,1,3,2,2,1,32
76,2,5,1,4,3,5,2,2,2,4,1,67
76,4,5,1,2,5,5,2,4,2,4,1,46
76,5,5,1,5,5,4,2,5,1,1,1,34
76,4,5,1,1,5,5,5,1,5,5,1,47
76,4,4,2,5,4,1,2,2,2,2,1,69
76,5,5,1,5,1,4,1,4,1,1,1,18
76,3,4,1,5,5,4,4,4,2,1,1,28
76,5,5,1,5,5,2,1,5,1,1,1,49
76,1,5,1,5,5,5,1,2,5,5,1,37
76,5,5,1,5,5,4,1,5,1,5,1,32
76,4,4,2,5,3,4,3,4,2,3,1,25
76,4,4,2,4,4,4,3,3,2,3,1,48
76,4,1,1,4,4,-2,-2,-2,-2,-2,1,64
76,4,5,1,4,4,1,4,4,4,5,1,66
76,5,5,1,5,5,5,2,5,1,5,1,47
76,2,5,1,4,1,4,4,4,2,5,1,34
76,5,4,4,2,4,4,2,1,4,4,1,24
76,5,5,1,2,1,3,2,5,4,1,1,61
76,2,2,1,1,1,1,1,3,3,3,1,37
76,2,3,4,2,4,5,2,3,4,3,1,35
76,5,5,5,5,4,4,5,3,3,5,1,47
76,2,4,2,4,1,2,3,2,2,2,1,52
76,5,5,1,5,5,2,2,5,1,5,1,47
76,5,5,1,5,5,4,4,4,1,5,1,20
76,5,5,1,1,5,4,1,5,5,2,1,65
76,5,-2,1,5,1,3,1,4,1,1,1,54
76,5,5,1,5,1,5,4,3,4,2,1,62
76,5,5,3,2,5,5,3,4,5,1,1,74
76,5,5,1,5,1,5,1,5,1,5,1,51
76,5,5,1,4,5,4,4,3,4,1,1,60
76,5,4,4,5,4,4,2,1,4,5,1,39
76,4,4,1,5,4,2,2,5,1,2,1,53
76,5,5,1,5,3,4,4,4,5,4,1,23
76,4,4,1,5,1,4,3,3,4,3,1,52
76,4,4,1,5,4,5,3,3,1,3,1,32
76,2,5,1,4,3,5,3,3,4,3,1,34
76,4,5,1,5,4,5,1,4,1,4,1,35
76,5,4,2,4,4,4,4,4,2,4,1,51
76,2,4,3,4,5,4,3,4,2,5,1,59
76,1,4,5,2,5,5,4,3,4,5,1,25
76,5,4,1,3,1,2,1,5,1,2,1,25
76,3,4,2,2,4,4,4,2,3,4,1,26
76,3,5,1,4,3,5,3,5,2,3,1,44
76,1,5,1,5,1,5,3,3,1,5,1,29
76,5,5,1,5,5,1,5,5,2,4,1,53
76,5,5,1,2,5,4,1,3,2,-1,1,46
76,5,5,1,5,5,5,4,5,1,5,1,56
76,4,5,1,4,1,5,5,4,5,5,1,27
76,5,5,3,5,1,5,1,3,3,5,1,20
76,4,5,3,5,1,3,2,5,1,5,1,40
76,3,4,1,4,5,5,1,1,3,3,1,30
76,5,4,1,4,2,3,3,4,2,2,1,65
76,4,5,1,5,4,4,3,3,1,4,1,51
76,4,4,1,4,4,5,5,5,4,1,1,74
76,4,5,1,4,5,5,4,5,1,4,1,49
76,2,3,4,3,3,4,5,5,5,2,1,24
76,5,5,5,5,4,5,4,4,2,4,1,23
76,2,5,3,5,5,5,4,4,5,4,1,29
76,4,5,5,5,5,5,5,5,2,2,1,66
76,4,4,2,4,4,4,2,1,4,3,1,50
76,1,1,1,5,1,3,1,1,5,1,1,56
76,3,1,1,5,5,3,1,1,1,3,1,26
76,5,4,1,5,5,1,1,1,1,3,1,43
76,1,5,1,5,5,5,1,1,5,1,1,31
76,3,5,1,5,5,5,1,3,3,3,1,30
76,1,5,1,1,4,5,5,5,5,5,1,40
76,5,5,1,5,5,5,1,5,5,5,1,18
76,5,5,3,5,2,1,1,1,3,3,1,50
76,4,4,1,5,1,5,1,1,5,1,1,40
76,1,5,5,5,1,1,1,1,5,5,1,22
76,2,5,1,2,5,5,4,5,3,5,1,43
76,5,5,1,5,2,5,4,4,1,5,1,38
76,5,5,1,5,5,5,1,4,1,4,1,28
76,5,4,5,5,5,4,1,4,4,3,1,40
76,4,5,1,4,5,4,3,2,2,2,1,28
76,3,5,5,5,5,2,4,2,2,2,1,19
76,1,4,1,3,4,4,1,2,2,2,1,37
76,1,4,1,5,5,5,4,4,3,4,1,28
76,5,4,4,4,2,2,4,4,5,3,1,24
76,5,5,1,5,4,4,2,5,2,2,1,54
76,2,5,4,5,5,5,1,3,5,5,1,23
76,4,5,1,1,5,4,1,5,5,5,1,28
76,2,5,2,5,4,4,5,4,5,5,1,26
76,5,5,1,5,5,4,4,2,1,3,1,23
76,4,5,1,1,1,5,5,5,1,2,1,19
76,4,5,1,5,5,3,2,5,5,5,1,63
76,4,5,1,5,5,5,4,4,1,2,1,68
76,5,5,1,1,5,2,2,4,5,5,1,47
76,3,5,4,5,5,5,5,4,1,3,1,66
76,5,5,1,5,1,2,4,4,1,2,1,25
76,4,5,1,5,4,5,1,5,5,5,1,69
76,4,4,2,4,4,4,2,4,2,4,1,47
76,5,5,4,5,5,5,5,5,2,5,1,46
76,4,5,2,5,3,5,4,2,1,4,1,20
76,5,5,1,1,1,3,2,5,2,5,1,33
76,4,5,1,4,4,4,5,5,1,4,1,53
76,5,5,1,5,1,5,1,2,1,5,1,58
76,5,5,1,5,4,4,4,3,2,5,1,51
76,5,5,2,5,5,4,1,4,2,5,1,28
76,5,5,5,4,2,2,1,5,4,4,1,37
76,1,5,1,5,1,5,1,5,1,5,1,53
76,5,5,3,5,2,4,5,2,1,5,1,18
76,5,4,1,5,4,4,1,2,1,5,1,23
76,4,5,1,5,4,3,2,2,2,4,1,35
76,4,5,1,5,5,2,4,5,2,5,1,36
76,3,5,2,5,3,5,3,4,1,4,1,19
76,4,5,1,5,2,4,5,2,2,4,1,45
76,4,5,1,2,5,5,3,4,4,3,1,26
76,5,5,4,4,4,4,2,2,2,2,1,19
76,4,5,1,5,5,5,1,4,5,3,1,52
76,4,4,1,4,4,4,2,4,5,5,1,49
76,5,5,1,5,4,5,2,4,4,5,1,50
76,4,5,1,1,5,2,4,2,4,3,1,47
76,4,5,1,4,4,2,1,4,2,3,1,79
76,4,4,1,5,2,2,2,2,1,3,1,53
76,5,5,5,5,5,4,5,2,2,1,1,82
76,3,4,1,5,3,5,1,4,1,3,1,39
76,4,3,4,4,4,4,3,3,3,3,1,23
76,3,3,2,4,3,3,3,3,3,3,1,19
76,2,2,1,3,4,4,4,4,2,4,1,39
76,4,4,3,3,3,3,3,3,3,3,1,79
76,3,5,1,1,5,5,1,5,1,5,1,27
76,1,5,1,4,3,3,4,2,5,1,1,36
76,5,5,1,5,4,5,1,1,1,2,1,48
76,4,5,1,5,1,5,1,5,5,5,1,19
76,5,4,1,4,4,5,5,5,4,5,1,43
76,2,5,5,5,5,5,5,3,1,5,1,46
76,5,1,2,5,3,5,5,5,1,5,1,62
76,5,5,1,4,5,5,4,5,5,5,1,23
76,5,1,5,5,1,1,4,5,5,5,1,34
76,4,5,1,4,4,4,4,4,4,4,1,48
76,4,4,4,5,5,5,5,4,5,5,1,26
76,5,5,1,4,5,5,2,5,5,2,1,59
76,4,5,1,4,4,3,3,-1,3,1,1,81
76,5,5,1,4,4,2,2,-1,2,1,1,40
76,4,5,1,5,3,4,4,-1,1,4,1,34
76,4,5,2,3,5,4,1,-1,2,4,1,28
76,-1,5,3,4,4,-1,1,-1,4,4,1,44
76,4,4,1,5,4,1,1,1,5,4,1,38
76,3,3,1,5,5,5,1,1,1,3,1,38
76,2,5,1,4,1,1,3,2,1,5,1,48
76,1,5,1,5,1,5,1,1,5,1,1,19
76,4,5,4,4,1,5,1,2,2,4,1,27
76,2,2,2,4,4,2,1,4,5,1,1,19
76,2,4,5,4,4,4,4,4,5,2,1,46
76,2,5,1,5,1,4,2,5,5,-1,1,52
76,3,5,1,5,5,1,1,5,1,3,1,43
76,5,5,1,5,5,5,1,5,5,5,1,58
76,5,5,1,5,4,2,1,1,1,2,1,48
76,5,5,1,4,5,4,2,4,2,1,1,57
76,5,5,1,5,1,4,1,5,1,5,1,48
76,5,5,1,5,4,5,1,5,1,5,1,67
76,5,5,1,5,3,4,1,1,1,5,1,69
76,5,5,1,4,4,3,1,4,1,4,1,28
76,5,5,1,5,1,5,5,4,1,1,1,42
76,5,5,1,5,5,5,4,4,4,5,1,25
76,5,5,1,5,2,5,3,3,3,1,1,53
76,5,5,1,5,5,5,1,3,1,4,1,43
76,1,5,1,5,2,5,1,1,1,1,1,42
76,4,5,1,4,5,4,1,4,2,5,1,30
76,2,5,1,4,4,5,1,1,3,4,1,68
76,5,4,1,5,5,5,1,5,5,1,1,20
76,4,5,1,5,4,5,5,4,5,5,1,63
76,4,5,1,4,5,5,1,5,1,5,1,32
76,5,5,1,5,1,5,4,5,2,5,1,71
76,5,5,1,5,2,5,1,5,1,2,1,64
76,5,5,1,5,2,5,4,5,1,4,1,43
76,4,5,4,4,4,4,2,4,4,4,1,30
76,4,5,4,4,4,2,2,2,1,5,1,31
76,2,5,1,5,2,4,4,5,5,1,1,72
76,5,5,1,5,5,5,1,5,1,4,1,36
76,5,5,1,5,4,4,2,3,1,1,1,39
76,1,2,4,5,5,5,4,1,1,5,1,26
76,1,4,1,5,1,5,1,1,1,1,1,20
76,5,5,4,5,1,4,1,5,1,5,1,41
76,5,5,4,4,1,4,1,5,1,5,1,65
76,5,5,1,5,4,5,4,4,2,4,1,71
76,2,5,4,1,1,5,2,5,1,1,1,22
76,3,5,5,5,1,4,1,2,4,1,1,31
76,5,5,5,2,2,5,5,5,5,5,1,21
76,5,5,1,5,5,3,3,5,1,5,1,64
76,4,5,1,5,1,5,1,5,4,4,1,55
76,1,5,2,5,4,5,4,5,2,5,1,51
76,4,5,4,2,5,5,2,3,4,2,1,43
76,4,5,4,4,4,3,2,4,4,4,1,27
76,5,5,1,5,5,4,2,4,1,2,1,53
76,4,5,4,2,4,4,1,4,2,4,1,54
76,2,5,1,5,5,5,5,5,5,2,1,68
76,5,5,1,5,4,5,1,2,1,2,1,39
76,5,5,1,5,1,5,1,2,1,5,1,73
76,5,5,1,5,2,5,4,5,5,5,1,69
76,2,5,2,4,4,5,2,5,4,4,1,60
76,5,5,1,5,4,5,1,4,1,5,1,52
76,5,5,1,5,4,5,5,5,2,5,1,29
76,5,5,5,5,1,5,5,5,5,4,1,47
76,5,5,2,5,2,5,2,5,2,4,1,73
76,3,3,3,3,3,3,3,3,3,3,1,23
76,5,5,1,5,4,2,2,5,2,5,1,32
76,5,5,2,5,5,5,2,4,4,5,1,42
76,5,5,4,4,5,5,2,2,2,1,1,27
76,5,5,4,2,2,2,1,2,5,5,1,51
76,5,5,2,5,2,5,2,2,4,5,1,41
76,5,5,1,5,1,5,2,5,5,5,1,46
76,5,5,1,5,2,2,4,2,5,5,1,48
