"V2","V160A","V160B","V160C","V160D","V160E","V160F","V160G","V160H","V160I","V160J","V240","V242"
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,44
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,32
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,52
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,27
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,26
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,69
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,49
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,67
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,76
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,49
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,37
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,39
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,65
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,74
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,64
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,46
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,58
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,35
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,50
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,75
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,77
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,34
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,34
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,55
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,64
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,34
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,33
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,27
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,40
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,75
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,73
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,44
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,72
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,72
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,68
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,67
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,69
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,77
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,57
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,63
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,26
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,49
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,42
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,41
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,31
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,32
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,57
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,66
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,81
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,34
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,57
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,74
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,74
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,43
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,72
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,43
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,79
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,72
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,26
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,66
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,40
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,77
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,31
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,55
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,40
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,48
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,61
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,37
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,38
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,44
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,66
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,74
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,60
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,51
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,81
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,68
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,48
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,42
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,27
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,68
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,56
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,52
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,60
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,37
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,41
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,50
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,44
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,63
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,33
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,50
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,76
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,25
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,66
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,67
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,53
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,58
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,74
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,51
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,36
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,26
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,71
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,62
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,72
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,39
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,78
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,37
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,79
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,65
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,66
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,71
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,31
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,43
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,65
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,43
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,60
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,80
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,65
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,69
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,26
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,67
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,32
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,27
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,58
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,72
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,36
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,25
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,71
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,64
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,55
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,50
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,77
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,77
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,44
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,31
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,41
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,27
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,62
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,46
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,38
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,48
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,67
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,65
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,27
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,75
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,61
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,51
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,31
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,35
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,44
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,36
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,26
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,36
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,68
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,43
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,42
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,41
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,61
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,30
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,52
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,38
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,64
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,46
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,27
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,27
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,66
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,44
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,42
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,22
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,42
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,41
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,47
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,64
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,26
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,53
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,70
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,56
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,46
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,50
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,25
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,52
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,63
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,40
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,29
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,25
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,19
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,42
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,18
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,24
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,25
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,23
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,28
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,25
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,73
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,46
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,49
752,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,34
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,28
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,34
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,48
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,59
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,21
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,37
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,75
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,68
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,54
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,28
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,39
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,55
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,60
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,26
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,44
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,57
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,45
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,31
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,80
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,75
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,20
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,53
158,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,63
